Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-212165,Epigenetic regulation of gene expression,4,178,0.011510605,0.939802371,0.939802371,20,64,0.00434694,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-5334097;R-HSA-427527;R-HSA-5334160;R-HSA-5334099;R-HSA-212263;R-HSA-5334164;R-HSA-5250938;R-HSA-5227490;R-HSA-212269;R-HSA-433672;R-HSA-427528;R-HSA-427336;R-HSA-427337;R-HSA-427383;R-HSA-5334179;R-HSA-5334151;R-HSA-5334152;R-HSA-427514;R-HSA-212222;R-HSA-212252
R-HSA-1640170,Cell Cycle,23,733,0.047400414,0.939877949,0.939877949,149,451,0.030632344,9606,Homo sapiens,NUP214;MDC1;CEP152;HIST1H2AJ;MLH1;SMC3;RNF168;CENPE;HERC2;REG;CDC27;RAD54L;POT1;PSME2;ATM;HIST1H4I;NUPL2;JAK2;HIST1H3C;HIST1H2AB;ANAPC2,,R-HSA-349444;R-HSA-69891;R-HSA-375302;R-HSA-8852354;R-HSA-69127;R-HSA-912389;R-HSA-349455;R-HSA-174088;R-HSA-164617;R-HSA-2294574;R-HSA-2990880;R-HSA-264458;R-HSA-164620;R-HSA-2990882;R-HSA-163090;R-HSA-912408;R-HSA-69140;R-HSA-2545203;R-HSA-2294580;R-HSA-69142;R-HSA-69144;R-HSA-163099;R-HSA-8853405;R-HSA-174104;R-HSA-163096;R-HSA-174105;R-HSA-188191;R-HSA-2294590;R-HSA-912429;R-HSA-69152;R-HSA-380455;R-HSA-174119;R-HSA-2172678;R-HSA-9686969;R-HSA-174120;R-HSA-174121;R-HSA-8853419;R-HSA-75825;R-HSA-2466068;R-HSA-163120;R-HSA-2470935;R-HSA-2301205;R-HSA-174132;R-HSA-9634219;R-HSA-174139;R-HSA-176702;R-HSA-176700;R-HSA-2245218;R-HSA-5683735;R-HSA-174144;R-HSA-2545253;R-HSA-9670101;R-HSA-606287;R-HSA-912458;R-HSA-912450;R-HSA-174157;R-HSA-68948;R-HSA-9686980;R-HSA-606289;R-HSA-9618378;R-HSA-380508;R-HSA-174171;R-HSA-174427;R-HSA-912470;R-HSA-174425;R-HSA-912467;R-HSA-9648114;R-HSA-6804741;R-HSA-141409;R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-9686521;R-HSA-2294600;R-HSA-174441;R-HSA-141422;R-HSA-174446;R-HSA-141423;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-9686524;R-HSA-9670114;R-HSA-174195;R-HSA-174451;R-HSA-174448;R-HSA-2484822;R-HSA-912505;R-HSA-141431;R-HSA-380272;R-HSA-174452;R-HSA-174202;R-HSA-174203;R-HSA-912503;R-HSA-174456;R-HSA-141439;R-HSA-912496;R-HSA-380283;R-HSA-606326;R-HSA-6799332;R-HSA-380294;R-HSA-8942607;R-HSA-1638803;R-HSA-380303;R-HSA-174227;R-HSA-380311;R-HSA-174224;R-HSA-9670149;R-HSA-69015;R-HSA-69016;R-HSA-380316;R-HSA-2468287;R-HSA-2473151;R-HSA-8854044;R-HSA-174238;R-HSA-174255;R-HSA-8854071;R-HSA-187574;R-HSA-1638821;R-HSA-6804955;R-HSA-9007926;R-HSA-2288097;R-HSA-2467809;R-HSA-2467811;R-HSA-181450;R-HSA-179410;R-HSA-188371;R-HSA-3000319;R-HSA-69074;R-HSA-2574845;R-HSA-3000310;R-HSA-179417;R-HSA-2574840;R-HSA-179421;R-HSA-2468293;R-HSA-69600;R-HSA-2468039;R-HSA-2473152;R-HSA-174058;R-HSA-9634169;R-HSA-174057;R-HSA-2468041;R-HSA-2468040;R-HSA-174070;R-HSA-2467794;R-HSA-174079;R-HSA-69116;R-HSA-1214188;R-HSA-5693609
R-HSA-422356,Regulation of insulin secretion,2,108,0.006983963,0.940430169,0.940430169,4,38,0.002580996,9606,Homo sapiens,ABCC8;CD36,,R-HSA-265682;R-HSA-9652580;R-HSA-9650858;R-HSA-434381
R-HSA-9711123,Cellular response to chemical stress,8,305,0.019723228,0.940646333,0.940646333,50,173,0.011750323,9606,Homo sapiens,PRKAA2;REG;ALB;PSME2;UBXN7;MAFK;BCL2L1,,R-HSA-8932355;R-HSA-9760128;R-HSA-9708557;R-HSA-9758088;R-HSA-9758090;R-HSA-9762096;R-HSA-9709883;R-HSA-9759141;R-HSA-9759137;R-HSA-9755304;R-HSA-9755306;R-HSA-9707690;R-HSA-9796055;R-HSA-9796049;R-HSA-9796048;R-HSA-9796051;R-HSA-9759186;R-HSA-9796050;R-HSA-9796061;R-HSA-9796060;R-HSA-9796057;R-HSA-9796059;R-HSA-9796058;R-HSA-9796039;R-HSA-9796045;R-HSA-9796044;R-HSA-9759176;R-HSA-9796040;R-HSA-9796043;R-HSA-9796042;R-HSA-9796084;R-HSA-9796080;R-HSA-9755507;R-HSA-9796082;R-HSA-9707645;R-HSA-9661432;R-HSA-9796069;R-HSA-9796068;R-HSA-9796071;R-HSA-9796070;R-HSA-9796065;R-HSA-9796064;R-HSA-9760097;R-HSA-9796067;R-HSA-9796066;R-HSA-9796077;R-HSA-9796076;R-HSA-9796079;R-HSA-9796075;R-HSA-9796074
R-HSA-212436,Generic Transcription Pathway,55,1586,0.102560786,0.94092311,0.94092311,103,884,0.060042111,9606,Homo sapiens,HDAC4;MDC1;SMARCD1;PRKAA2;SATB2;NOP2;ZNF43;SLC2A3;TAF1L;ZNF25;GLI3;NUAK1;CDC27;TNKS1BP1;ZNF621;JUNB;HIST1H3C;NKX3-2;HIST1H2AB;ZNF563;PRMT6;TFAP2B;ZNF18;TCF7L1;STAT1;FBXW7;NFYC;HIST1H2AJ;ZNF99;MLH1;POMC;ZNF70;TEP1;REG;ZNF416;RARB;PSME2;ATM;HIST1H4I;ZNF799;SGK1;ZNF510;ANAPC2,,R-HSA-8936584;R-HSA-8937097;R-HSA-9730967;R-HSA-9008015;R-HSA-349455;R-HSA-3790130;R-HSA-8951428;R-HSA-6800490;R-HSA-8937113;R-HSA-3234084;R-HSA-8937118;R-HSA-6806392;R-HSA-8936599;R-HSA-8936616;R-HSA-8869543;R-HSA-8936621;R-HSA-8936608;R-HSA-8985275;R-HSA-3222020;R-HSA-8864690;R-HSA-8936628;R-HSA-2187293;R-HSA-8864698;R-HSA-8869560;R-HSA-9615571;R-HSA-6797606;R-HSA-8864453;R-HSA-6798372;R-HSA-8985293;R-HSA-6805035;R-HSA-9008326;R-HSA-6804276;R-HSA-8865491;R-HSA-8864466;R-HSA-9022175;R-HSA-6797616;R-HSA-9009362;R-HSA-8865498;R-HSA-8938217;R-HSA-6804741;R-HSA-9022186;R-HSA-376419;R-HSA-8865505;R-HSA-9008110;R-HSA-350058;R-HSA-8952062;R-HSA-6795290;R-HSA-9623059;R-HSA-6799332;R-HSA-8952069;R-HSA-5631941;R-HSA-8864278;R-HSA-8939801;R-HSA-382096;R-HSA-8936989;R-HSA-8936979;R-HSA-4411357;R-HSA-6799097;R-HSA-9622579;R-HSA-6795460;R-HSA-4411367;R-HSA-9022764;R-HSA-8936481;R-HSA-8936995;R-HSA-8937016;R-HSA-9623072;R-HSA-8864307;R-HSA-8935740;R-HSA-9736992;R-HSA-5632993;R-HSA-8937022;R-HSA-6795473;R-HSA-6805470;R-HSA-8935730;R-HSA-6798044;R-HSA-8935731;R-HSA-9022770;R-HSA-6804955;R-HSA-8935732;R-HSA-9622572;R-HSA-8937037;R-HSA-3222006;R-HSA-975040;R-HSA-9007686;R-HSA-8864343;R-HSA-8952408;R-HSA-9008475;R-HSA-8937050;R-HSA-2321904;R-HSA-8864595;R-HSA-9008479;R-HSA-9008478;R-HSA-8957265;R-HSA-9622604;R-HSA-9008215;R-HSA-6806413;R-HSA-8864361;R-HSA-6805399;R-HSA-9007999;R-HSA-6797712;R-HSA-380927;R-HSA-5632939;R-HSA-5693609
R-HSA-6782135,Dual incision in TC-NER,1,68,0.00439731,0.942232746,0.942232746,2,7,4.75E-04,9606,Homo sapiens,CDC27,,R-HSA-6782211;R-HSA-6782224
R-HSA-1660661,Sphingolipid de novo biosynthesis,1,68,0.00439731,0.942232746,0.942232746,1,21,0.00142634,9606,Homo sapiens,CERS4,,R-HSA-428185
R-HSA-445717,Aquaporin-mediated transport,1,69,0.004461976,0.944610125,0.944610125,2,25,0.001698024,9606,Homo sapiens,ADCY1,,R-HSA-163617;R-HSA-164377
R-HSA-352230,Amino acid transport across the plasma membrane,1,69,0.004461976,0.944610125,0.944610125,1,36,0.002445154,9606,Homo sapiens,SLC6A20,,R-HSA-352052
R-HSA-166786,Creation of C4 and C2 activators,2,111,0.007177962,0.946299868,0.946299868,2,8,5.43E-04,9606,Homo sapiens,IGHV3-3;C1QC,,R-HSA-173626;R-HSA-173631
R-HSA-9009391,Extra-nuclear estrogen signaling,2,111,0.007177962,0.946299868,0.946299868,1,39,0.002648917,9606,Homo sapiens,MMP2;MMP9,,R-HSA-9624272
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,1,71,0.004591309,0.949075808,0.949075808,3,3,2.04E-04,9606,Homo sapiens,CEP152,,R-HSA-380294;R-HSA-380272;R-HSA-380303
R-HSA-380259,Loss of Nlp from mitotic centrosomes,1,71,0.004591309,0.949075808,0.949075808,2,2,1.36E-04,9606,Homo sapiens,CEP152,,R-HSA-380272;R-HSA-380303
R-HSA-6790901,rRNA modification in the nucleus and cytosol,1,71,0.004591309,0.949075808,0.949075808,1,8,5.43E-04,9606,Homo sapiens,NOP2,,R-HSA-6790944
R-HSA-8963743,Digestion and absorption,1,71,0.004591309,0.949075808,0.949075808,2,30,0.002037628,9606,Homo sapiens,MGAM,,R-HSA-189102;R-HSA-191116
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,1,71,0.004591309,0.949075808,0.949075808,2,53,0.00359981,9606,Homo sapiens,DOCK1,,R-HSA-8848611;R-HSA-8848618
R-HSA-8848021,Signaling by PTK6,1,71,0.004591309,0.949075808,0.949075808,2,53,0.00359981,9606,Homo sapiens,DOCK1,,R-HSA-8848611;R-HSA-8848618
R-HSA-111885,Opioid Signalling,2,113,0.007307294,0.949902561,0.949902561,16,59,0.004007335,9606,Homo sapiens,POMC;ADCY1,,R-HSA-167427;R-HSA-167429;R-HSA-170666;R-HSA-392206;R-HSA-112042;R-HSA-170671;R-HSA-112271;R-HSA-170674;R-HSA-170672;R-HSA-167408;R-HSA-170676;R-HSA-170677;R-HSA-167419;R-HSA-111930;R-HSA-170686;R-HSA-170685
R-HSA-192105,Synthesis of bile acids and bile salts,2,113,0.007307294,0.949902561,0.949902561,9,83,0.005637438,9606,Homo sapiens,HSD3B7;AKR1D1,,R-HSA-193746;R-HSA-192067;R-HSA-193824;R-HSA-192097;R-HSA-192033;R-HSA-193755;R-HSA-193816;R-HSA-193789;R-HSA-193821
R-HSA-442755,Activation of NMDA receptors and postsynaptic events,2,113,0.007307294,0.949902561,0.949902561,5,71,0.004822387,9606,Homo sapiens,PRKAA2;ADCY1,,R-HSA-9619542;R-HSA-9619478;R-HSA-9619515;R-HSA-442715;R-HSA-9617535
R-HSA-1632852,Macroautophagy,3,150,0.009699948,0.950034661,0.950034661,23,87,0.005909122,9606,Homo sapiens,PRKAA2;TOMM70A;ATM,,R-HSA-9674131;R-HSA-9664883;R-HSA-1632857;R-HSA-9664850;R-HSA-9664881;R-HSA-9664880;R-HSA-9664855;R-HSA-9613530;R-HSA-5675868;R-HSA-9664888;R-HSA-9664862;R-HSA-9613565;R-HSA-9664892;R-HSA-5679239;R-HSA-5205661;R-HSA-5679205;R-HSA-5665868;R-HSA-9613513;R-HSA-9674127;R-HSA-9664879;R-HSA-5672011;R-HSA-5672008;R-HSA-5673768
R-HSA-1266738,Developmental Biology,52,1524,0.098551474,0.950475181,0.950475181,153,780,0.052978333,9606,Homo sapiens,EIF4A2;FLG;SPTBN5;TRIO;ROCK1;CRMP1;PPL;KRT84;DLL3;RPL7;CACNA1I;SLIT1;TNKS1BP1;CD36;NCAM2;ZNF467;HIST1H3C;HIST1H2AB;CDON;SCN1A;IRX1;TFAP2B;TCF7L1;UNC5A;KRTAP9-1;MMP2;GPR98;HIST1H2AJ;CYP51A1;KRT79;NR2F2;MMP9;SRPK1;TIAM1;FABP4;COL4A1;REG;DPPA2;RARB;PSME2;HIST1H4I;DOCK1;EIF4G2,,R-HSA-5617492;R-HSA-525833;R-HSA-8849797;R-HSA-6806629;R-HSA-3928627;R-HSA-419087;R-HSA-9621406;R-HSA-9621404;R-HSA-9822597;R-HSA-9818501;R-HSA-3928616;R-HSA-8942224;R-HSA-5617484;R-HSA-5617486;R-HSA-593685;R-HSA-5617483;R-HSA-6805573;R-HSA-418850;R-HSA-9614778;R-HSA-392751;R-HSA-8934819;R-HSA-418858;R-HSA-9832123;R-HSA-418856;R-HSA-376117;R-HSA-376119;R-HSA-6806613;R-HSA-6806610;R-HSA-418865;R-HSA-3928577;R-HSA-3928576;R-HSA-376121;R-HSA-418874;R-HSA-9817513;R-HSA-6814298;R-HSA-9817512;R-HSA-9820887;R-HSA-5617431;R-HSA-9835473;R-HSA-5621010;R-HSA-6810159;R-HSA-399951;R-HSA-6810158;R-HSA-9820895;R-HSA-6814764;R-HSA-399947;R-HSA-6805546;R-HSA-399944;R-HSA-8985799;R-HSA-9010396;R-HSA-6810161;R-HSA-6809393;R-HSA-9822914;R-HSA-6809663;R-HSA-5617676;R-HSA-5617672;R-HSA-8985812;R-HSA-6810937;R-HSA-5621002;R-HSA-375141;R-HSA-375140;R-HSA-9832183;R-HSA-5617462;R-HSA-9836275;R-HSA-8865505;R-HSA-381283;R-HSA-375138;R-HSA-9822461;R-HSA-6810894;R-HSA-6814734;R-HSA-3928657;R-HSA-375151;R-HSA-5617471;R-HSA-9822437;R-HSA-5617445;R-HSA-392053;R-HSA-392054;R-HSA-560510;R-HSA-392051;R-HSA-381309;R-HSA-5617452;R-HSA-3928642;R-HSA-419197;R-HSA-5617454;R-HSA-6810139;R-HSA-9822185;R-HSA-9835496;R-HSA-3928645;R-HSA-5617877;R-HSA-9756439;R-HSA-9825555;R-HSA-5617874;R-HSA-8941312;R-HSA-5617887;R-HSA-9821982;R-HSA-6814187;R-HSA-560517;R-HSA-9824280;R-HSA-9825306;R-HSA-6810357;R-HSA-5617862;R-HSA-9836034;R-HSA-5617859;R-HSA-9822467;R-HSA-5693644;R-HSA-9821967;R-HSA-9822985;R-HSA-5617867;R-HSA-5617866;R-HSA-9816369;R-HSA-4093336;R-HSA-5617650;R-HSA-9680443;R-HSA-5617661;R-HSA-9793852;R-HSA-443817;R-HSA-448951;R-HSA-4093327;R-HSA-449200;R-HSA-448958;R-HSA-391868;R-HSA-391871;R-HSA-448957;R-HSA-6810843;R-HSA-5617641;R-HSA-391865;R-HSA-5617896;R-HSA-9010231;R-HSA-5617642;R-HSA-391866;R-HSA-6814374;R-HSA-9817692;R-HSA-9816389;R-HSA-6814387;R-HSA-373713;R-HSA-9819200;R-HSA-373715;R-HSA-9014610;R-HSA-419033;R-HSA-9817458;R-HSA-437230;R-HSA-9822335;R-HSA-9817471;R-HSA-9822591;R-HSA-373739;R-HSA-419049;R-HSA-9822311;R-HSA-9793383;R-HSA-373751;R-HSA-6811539;R-HSA-9014652;R-HSA-9011313;R-HSA-9793901
R-HSA-5690714,CD22 mediated BCR regulation,1,72,0.004655975,0.951171965,0.951171965,3,4,2.72E-04,9606,Homo sapiens,IGHV3-3,,R-HSA-5690740;R-HSA-5690702;R-HSA-5690701
R-HSA-6782315,tRNA modification in the nucleus and cytosol,1,72,0.004655975,0.951171965,0.951171965,3,37,0.002513075,9606,Homo sapiens,NSUN2,,R-HSA-6782388;R-HSA-6785409;R-HSA-6785438
R-HSA-936837,Ion transport by P-type ATPases,1,72,0.004655975,0.951171965,0.951171965,1,17,0.001154656,9606,Homo sapiens,ATP2B1,,R-HSA-418309
R-HSA-381753,Olfactory Signaling Pathway,28,887,0.057359027,0.952827514,0.952827514,5,13,8.83E-04,9606,Homo sapiens,OR5F1;OR5L2;OR4N4;OR52N1;OR4K17;OR2W3;OR51B6;OR10D3;OR2A5;OR8D1;OR5AK2;OR8H3;OR2A14;OR13C4,,R-HSA-9752950;R-HSA-9752951;R-HSA-9712208;R-HSA-9712210;R-HSA-9712201
R-HSA-112040,G-protein mediated events,1,73,0.004720641,0.953181967,0.953181967,10,41,0.002784759,9606,Homo sapiens,ADCY1,,R-HSA-170674;R-HSA-170672;R-HSA-170676;R-HSA-170677;R-HSA-170666;R-HSA-392206;R-HSA-111930;R-HSA-170686;R-HSA-170671;R-HSA-170685
R-HSA-5362517,Signaling by Retinoic Acid,1,73,0.004720641,0.953181967,0.953181967,3,22,0.001494261,9606,Homo sapiens,RARB,,R-HSA-9009817;R-HSA-5634103;R-HSA-5334854
R-HSA-428157,Sphingolipid metabolism,5,221,0.014291257,0.95390331,0.95390331,6,80,0.005433675,9606,Homo sapiens,CERS4;GLB1;ARSF,,R-HSA-1605624;R-HSA-1606312;R-HSA-1614362;R-HSA-1605724;R-HSA-9840795;R-HSA-428185
R-HSA-8854518,AURKA Activation by TPX2,1,74,0.004785308,0.95510935,0.95510935,2,2,1.36E-04,9606,Homo sapiens,CEP152,,R-HSA-8853405;R-HSA-8853419
R-HSA-9692914,SARS-CoV-1-host interactions,2,118,0.007630626,0.957927769,0.957927769,4,48,0.003260205,9606,Homo sapiens,TOMM70A;BCL2L1,,R-HSA-9704692;R-HSA-9685281;R-HSA-9704655;R-HSA-9709787
R-HSA-9013149,RAC1 GTPase cycle,4,191,0.012351267,0.958255451,0.958255451,1,6,4.08E-04,9606,Homo sapiens,TIAM1;TRIO;DOCK1,,R-HSA-9013143
R-HSA-166658,Complement cascade,3,156,0.010087946,0.958521572,0.958521572,11,72,0.004890308,9606,Homo sapiens,IGHV3-3;CD46;C1QC,,R-HSA-1006143;R-HSA-977615;R-HSA-166753;R-HSA-9021306;R-HSA-8852481;R-HSA-8951486;R-HSA-173626;R-HSA-166792;R-HSA-977602;R-HSA-8852266;R-HSA-173631
R-HSA-381119,Unfolded Protein Response (UPR),3,156,0.010087946,0.958521572,0.958521572,9,99,0.006724173,9606,Homo sapiens,ATF6B;KHSRP;NFYC,,R-HSA-517731;R-HSA-1791150;R-HSA-8874162;R-HSA-8874145;R-HSA-1791107;R-HSA-1791121;R-HSA-8874122;R-HSA-8874138;R-HSA-8874137
R-HSA-167172,Transcription of the HIV genome,1,76,0.00491464,0.958729684,0.958729684,12,47,0.003192284,9606,Homo sapiens,TAF1L,,R-HSA-9613490;R-HSA-167474;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-9613498;R-HSA-167130;R-HSA-167113;R-HSA-167097;R-HSA-167118;R-HSA-167134;R-HSA-167484
R-HSA-189445,Metabolism of porphyrins,1,76,0.00491464,0.958729684,0.958729684,3,42,0.002852679,9606,Homo sapiens,ALB,,R-HSA-9661425;R-HSA-9661419;R-HSA-9661432
R-HSA-5218859,Regulated Necrosis,1,76,0.00491464,0.958729684,0.958729684,1,52,0.003531889,9606,Homo sapiens,HMGB1,,R-HSA-6805981
R-HSA-9664407,Parasite infection,3,157,0.010152613,0.959797502,0.959797502,17,27,0.001833865,9606,Homo sapiens,NCKIPSD;IGHV3-3;DOCK1,,R-HSA-9664275;R-HSA-9664273;R-HSA-2197698;R-HSA-2029466;R-HSA-9664406;R-HSA-442592;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-2197691;R-HSA-2197690;R-HSA-9664397
R-HSA-9664422,FCGR3A-mediated phagocytosis,3,157,0.010152613,0.959797502,0.959797502,17,27,0.001833865,9606,Homo sapiens,NCKIPSD;IGHV3-3;DOCK1,,R-HSA-9664275;R-HSA-9664273;R-HSA-2197698;R-HSA-2029466;R-HSA-9664406;R-HSA-442592;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-2197691;R-HSA-2197690;R-HSA-9664397
R-HSA-9664417,Leishmania phagocytosis,3,157,0.010152613,0.959797502,0.959797502,17,27,0.001833865,9606,Homo sapiens,NCKIPSD;IGHV3-3;DOCK1,,R-HSA-9664275;R-HSA-9664273;R-HSA-2197698;R-HSA-2029466;R-HSA-9664406;R-HSA-442592;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-2197691;R-HSA-2197690;R-HSA-9664397
R-HSA-196071,Metabolism of steroid hormones,1,77,0.004979307,0.960429006,0.960429006,7,43,0.0029206,9606,Homo sapiens,POMC,,R-HSA-193073;R-HSA-9705713;R-HSA-9705714;R-HSA-193064;R-HSA-469659;R-HSA-193070;R-HSA-193997
R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,4,193,0.0124806,0.960579536,0.960579536,16,40,0.002716838,9606,Homo sapiens,IGHV3-3;CD163;ADCY1,,R-HSA-9664275;R-HSA-9664273;R-HSA-163617;R-HSA-392129;R-HSA-9664278;R-HSA-9662837;R-HSA-9665525;R-HSA-9664285;R-HSA-9662781;R-HSA-9663426;R-HSA-9664261;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268
R-HSA-9664433,Leishmania parasite growth and survival,4,193,0.0124806,0.960579536,0.960579536,16,40,0.002716838,9606,Homo sapiens,IGHV3-3;CD163;ADCY1,,R-HSA-9664275;R-HSA-9664273;R-HSA-163617;R-HSA-392129;R-HSA-9664278;R-HSA-9662837;R-HSA-9665525;R-HSA-9664285;R-HSA-9662781;R-HSA-9663426;R-HSA-9664261;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268
R-HSA-166663,Initial triggering of complement,2,120,0.007759959,0.960780133,0.960780133,4,21,0.00142634,9606,Homo sapiens,IGHV3-3;C1QC,,R-HSA-166753;R-HSA-173626;R-HSA-166792;R-HSA-173631
R-HSA-5607764,CLEC7A (Dectin-1) signaling,2,120,0.007759959,0.960780133,0.960780133,2,45,0.003056442,9606,Homo sapiens,REG;PSME2,,R-HSA-5607731;R-HSA-5607724
R-HSA-162906,HIV Infection,6,260,0.016813244,0.960838126,0.960838126,19,160,0.01086735,9606,Homo sapiens,NUP214;REG;PSME2;TAF1L;NUPL2,,R-HSA-9613490;R-HSA-167136;R-HSA-180710;R-HSA-9613498;R-HSA-167113;R-HSA-167118;R-HSA-180622;R-HSA-167474;R-HSA-165043;R-HSA-167121;R-HSA-165047;R-HSA-167477;R-HSA-167130;R-HSA-180603;R-HSA-167097;R-HSA-167134;R-HSA-167484;R-HSA-180732;R-HSA-180573
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,3,158,0.010217279,0.961036548,0.961036548,11,24,0.001630103,9606,Homo sapiens,NCKIPSD;IGHV3-3;DOCK1,,R-HSA-2197697;R-HSA-2029453;R-HSA-2197698;R-HSA-2029466;R-HSA-2029467;R-HSA-2029451;R-HSA-442592;R-HSA-2029476;R-HSA-2197691;R-HSA-2197690;R-HSA-2029458
R-HSA-9678108,SARS-CoV-1 Infection,4,194,0.012545266,0.961696138,0.961696138,6,159,0.010799429,9606,Homo sapiens,ST6GAL1;GALNT1;TOMM70A;BCL2L1,,R-HSA-9704692;R-HSA-9685281;R-HSA-9683760;R-HSA-9683769;R-HSA-9704655;R-HSA-9709787
R-HSA-9013148,CDC42 GTPase cycle,3,159,0.010281945,0.962239677,0.962239677,1,6,4.08E-04,9606,Homo sapiens,TIAM1;TRIO,,R-HSA-9013159
R-HSA-975634,Retinoid metabolism and transport,1,79,0.005108639,0.963620918,0.963620918,9,28,0.001901786,9606,Homo sapiens,APOB,,R-HSA-2395764;R-HSA-2187332;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643
R-HSA-74259,Purine catabolism,1,80,0.005173306,0.965119127,0.965119127,4,33,0.002241391,9606,Homo sapiens,XDH,,R-HSA-9727349;R-HSA-74258;R-HSA-74247;R-HSA-9727347
R-HSA-168255,Influenza Infection,4,198,0.012803932,0.965875752,0.965875752,7,59,0.004007335,9606,Homo sapiens,NUP214;NUPL2;RPL7,,R-HSA-192627;R-HSA-192704;R-HSA-168880;R-HSA-168337;R-HSA-1176059;R-HSA-192841;R-HSA-192925
R-HSA-927802,Nonsense-Mediated Decay (NMD),2,124,0.008018624,0.965938508,0.965938508,6,6,4.08E-04,9606,Homo sapiens,EIF4G2;RPL7,,R-HSA-927836;R-HSA-927789;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),2,124,0.008018624,0.965938508,0.965938508,5,5,3.40E-04,9606,Homo sapiens,EIF4G2;RPL7,,R-HSA-927836;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,1,81,0.005237972,0.966555726,0.966555726,3,3,2.04E-04,9606,Homo sapiens,CEP152,,R-HSA-380311;R-HSA-380455;R-HSA-380283
R-HSA-4086398,Ca2+ pathway,1,81,0.005237972,0.966555726,0.966555726,2,27,0.001833865,9606,Homo sapiens,TCF7L1,,R-HSA-8944362;R-HSA-4411365
R-HSA-5663084,Diseases of carbohydrate metabolism,1,81,0.005237972,0.966555726,0.966555726,2,44,0.002988521,9606,Homo sapiens,GLB1,,R-HSA-9036061;R-HSA-2265534
R-HSA-5668914,Diseases of metabolism,11,424,0.02741852,0.96727719,0.96727719,15,195,0.013244583,9606,Homo sapiens,ADAMTS16;POMC;ADAMTS15;ADAMTS5;LMBRD1;LUM;GLB1;PAH;ADAMTSL3;MUC19;MUC5B,,R-HSA-9035949;R-HSA-5603251;R-HSA-4341669;R-HSA-9035950;R-HSA-5683325;R-HSA-3656230;R-HSA-6785524;R-HSA-5096537;R-HSA-9036061;R-HSA-3656258;R-HSA-5096532;R-HSA-6785565;R-HSA-3656269;R-HSA-2265534;R-HSA-5649483
R-HSA-199977,ER to Golgi Anterograde Transport,3,164,0.010605277,0.967748913,0.967748913,17,39,0.002648917,9606,Homo sapiens,SPTBN5;SEC24A;PPP6R1,,R-HSA-6807877;R-HSA-5694421;R-HSA-5694418;R-HSA-6807875;R-HSA-203973;R-HSA-5694417;R-HSA-5694527;R-HSA-6809006;R-HSA-204008;R-HSA-5694522;R-HSA-6809003;R-HSA-5694439;R-HSA-6809011;R-HSA-6809010;R-HSA-5694415;R-HSA-5694441;R-HSA-5694409
R-HSA-674695,RNA Polymerase II Pre-transcription Events,1,82,0.005302638,0.967933246,0.967933246,3,17,0.001154656,9606,Homo sapiens,TAF1L,,R-HSA-75856;R-HSA-75862;R-HSA-73946
R-HSA-1222556,ROS and RNS production in phagocytes,1,82,0.005302638,0.967933246,0.967933246,1,45,0.003056442,9606,Homo sapiens,LPO,,R-HSA-8855490
R-HSA-376176,Signaling by ROBO receptors,5,235,0.015196586,0.968332299,0.968332299,8,60,0.004075256,9606,Homo sapiens,REG;SLIT1;PSME2;EIF4G2;RPL7,,R-HSA-9014652;R-HSA-9010396;R-HSA-373715;R-HSA-9011313;R-HSA-9014610;R-HSA-8985812;R-HSA-8985799;R-HSA-9010231
